period,age,value,measure,unit_type,source,details,prior_age,ldf,weight,interval
2017,59,772675.5753,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,47,1.0874,710567.1893,47-59
2017,71,855730.1436,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,59,1.1075,772675.5753,59-71
2017,83,1105087.777,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,71,1.2914,855730.1436,71-83
2017,95,1205811.8289,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,83,1.0911,1105087.777,83-95
2018,11,345419.169,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,,,,
2018,23,993120.1129,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,11,2.8751,345419.169,11-23
2018,35,1473722.3521,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,23,1.4839,993120.1129,23-35
2018,47,2024103.1787,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,35,1.3735,1473722.3521,35-47
2018,59,2140405.0822,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,47,1.0575,2024103.1787,47-59
2018,71,2260849.3157,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,59,1.0563,2140405.0822,59-71
2018,83,2395448.4233,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,71,1.0595,2260849.3157,71-83
2019,11,289279.8617,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,,,,
2019,23,773667.7694,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,11,2.6745,289279.8617,11-23
2019,35,1353683.4733,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,23,1.7497,773667.7694,23-35
2019,47,1600695.7816,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,35,1.1825,1353683.4733,35-47
2019,59,1970840.4806,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,47,1.2312,1600695.7816,47-59
2019,71,2395189.8345,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,59,1.2153,1970840.4806,59-71
2020,11,285916.1353,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,,,,
2020,23,730087.9662,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,11,2.5535,285916.1353,11-23
2020,35,861703.8541,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,23,1.1803,730087.9662,23-35
2020,47,965936.0494,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,35,1.121,861703.8541,35-47
2020,59,976050.8626,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,47,1.0105,965936.0494,47-59
2021,11,273712.105,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,,,,
2021,23,546911.8753,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,11,1.9981,273712.105,11-23
2021,35,911379.2328,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,23,1.6664,546911.8753,23-35
2021,47,974979.4133,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,35,1.0698,911379.2328,35-47
2022,11,307340.8838,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,,,,
2022,23,746644.5651,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,11,2.4294,307340.8838,11-23
2022,35,791103.7101,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,23,1.0595,746644.5651,23-35
2023,11,367267.232,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,,,,
2023,23,1199242.0684,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,11,3.2653,367267.232,11-23
2024,11,355247.7609,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,,,,
2001,11,637.3668,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,,,,
2001,23,682.2332,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,11,1.0704,637.3668,11-23
2001,35,683.5528,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,23,1.0019,682.2332,23-35
2001,47,683.5528,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,35,1.0,683.5528,35-47
2001,59,683.5528,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,47,1.0,683.5528,47-59
2001,71,683.5528,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,59,1.0,683.5528,59-71
2001,83,700.7076,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,71,1.0251,683.5528,71-83
2001,95,700.7076,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,83,1.0,700.7076,83-95
2001,107,700.7076,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,95,1.0,700.7076,95-107
2001,119,700.7076,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,107,1.0,700.7076,107-119
2001,131,700.7076,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,119,1.0,700.7076,119-131
2001,143,700.7076,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,131,1.0,700.7076,131-143
2001,155,700.7076,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,143,1.0,700.7076,143-155
2001,167,700.7076,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,155,1.0,700.7076,155-167
2001,179,700.7076,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,167,1.0,700.7076,167-179
2001,191,700.7076,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,179,1.0,700.7076,179-191
2001,203,700.7076,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,191,1.0,700.7076,191-203
2001,215,700.7076,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,203,1.0,700.7076,203-215
2001,227,700.7076,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,215,1.0,700.7076,215-227
2001,239,700.7076,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,227,1.0,700.7076,227-239
2001,251,700.7076,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,239,1.0,700.7076,239-251
2001,263,700.7076,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,251,1.0,700.7076,251-263
2001,275,700.7076,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,263,1.0,700.7076,263-275
2001,287,700.7076,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,275,1.0,700.7076,275-287
2002,11,613.614,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,,,,
2002,23,634.7276,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,11,1.0344,613.614,11-23
2002,35,634.7276,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,23,1.0,634.7276,23-35
2002,47,634.7276,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,35,1.0,634.7276,35-47
2002,59,634.7276,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,47,1.0,634.7276,47-59
2002,71,651.8824,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,59,1.027,634.7276,59-71
2002,83,651.8824,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,71,1.0,651.8824,71-83
2002,95,651.8824,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,83,1.0,651.8824,83-95
2002,107,651.8824,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,95,1.0,651.8824,95-107
2002,119,651.8824,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,107,1.0,651.8824,107-119
2002,131,651.8824,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,119,1.0,651.8824,119-131
2002,143,651.8824,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,131,1.0,651.8824,131-143
2002,155,651.8824,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,143,1.0,651.8824,143-155
2002,167,651.8824,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,155,1.0,651.8824,155-167
2002,179,651.8824,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,167,1.0,651.8824,167-179
2002,191,651.8824,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,179,1.0,651.8824,179-191
2002,203,651.8824,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,191,1.0,651.8824,191-203
2002,215,651.8824,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,203,1.0,651.8824,203-215
2002,227,651.8824,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,215,1.0,651.8824,215-227
2002,239,651.8824,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,227,1.0,651.8824,227-239
2002,251,651.8824,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,239,1.0,651.8824,239-251
2002,263,651.8824,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,251,1.0,651.8824,251-263
2002,275,651.8824,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,263,1.0,651.8824,263-275
2003,11,534.438,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,,,,
2003,23,552.9124,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,11,1.0346,534.438,11-23
2003,35,552.9124,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,23,1.0,552.9124,23-35
2003,47,552.9124,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,35,1.0,552.9124,35-47
2003,59,550.2732,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,47,0.9952,552.9124,47-59
2003,71,550.2732,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,59,1.0,550.2732,59-71
2003,83,551.5928,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,71,1.0024,550.2732,71-83
2003,95,551.5928,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,83,1.0,551.5928,83-95
2003,107,551.5928,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,95,1.0,551.5928,95-107
2003,119,551.5928,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,107,1.0,551.5928,107-119
2003,131,551.5928,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,119,1.0,551.5928,119-131
2003,143,551.5928,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,131,1.0,551.5928,131-143
2003,155,551.5928,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,143,1.0,551.5928,143-155
2003,167,551.5928,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,155,1.0,551.5928,155-167
2003,179,551.5928,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,167,1.0,551.5928,167-179
2003,191,551.5928,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,179,1.0,551.5928,179-191
2003,203,551.5928,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,191,1.0,551.5928,191-203
2003,215,551.5928,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,203,1.0,551.5928,203-215
2003,227,551.5928,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,215,1.0,551.5928,215-227
2003,239,551.5928,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,227,1.0,551.5928,227-239
2003,251,551.5928,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,239,1.0,551.5928,239-251
2003,263,551.5928,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,251,1.0,551.5928,251-263
2004,11,603.0572,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,,,,
2004,23,638.6864,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,11,1.0591,603.0572,11-23
2004,35,638.6864,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,23,1.0,638.6864,23-35
2004,47,641.3256,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,35,1.0041,638.6864,35-47
2004,59,642.6452,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,47,1.0021,641.3256,47-59
2004,71,642.6452,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,59,1.0,642.6452,59-71
2004,83,642.6452,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,71,1.0,642.6452,71-83
2004,95,642.6452,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,83,1.0,642.6452,83-95
2004,107,642.6452,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,95,1.0,642.6452,95-107
2004,119,642.6452,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,107,1.0,642.6452,107-119
2004,131,642.6452,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,119,1.0,642.6452,119-131
2004,143,642.6452,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,131,1.0,642.6452,131-143
2004,155,642.6452,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,143,1.0,642.6452,143-155
2004,167,642.6452,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,155,1.0,642.6452,155-167
2004,179,642.6452,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,167,1.0,642.6452,167-179
2004,191,642.6452,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,179,1.0,642.6452,179-191
2004,203,642.6452,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,191,1.0,642.6452,191-203
2004,215,642.6452,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,203,1.0,642.6452,203-215
2004,227,642.6452,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,215,1.0,642.6452,215-227
2004,239,642.6452,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,227,1.0,642.6452,227-239
2004,251,642.6452,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,239,1.0,642.6452,239-251
2005,11,626.81,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,,,,
2005,23,641.3256,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,11,1.0232,626.81,11-23
2005,35,642.6452,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,23,1.0021,641.3256,23-35
2005,47,641.3256,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,35,0.9979,642.6452,35-47
2005,59,641.3256,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,47,1.0,641.3256,47-59
2005,71,641.3256,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,59,1.0,641.3256,59-71
2005,83,641.3256,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,71,1.0,641.3256,71-83
2005,95,641.3256,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,83,1.0,641.3256,83-95
2005,107,641.3256,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,95,1.0,641.3256,95-107
2005,119,641.3256,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,107,1.0,641.3256,107-119
2005,131,641.3256,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,119,1.0,641.3256,119-131
2005,143,641.3256,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,131,1.0,641.3256,131-143
2005,155,641.3256,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,143,1.0,641.3256,143-155
2005,167,641.3256,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,155,1.0,641.3256,155-167
2005,179,641.3256,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,167,1.0,641.3256,167-179
2005,191,641.3256,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,179,1.0,641.3256,179-191
2005,203,641.3256,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,191,1.0,641.3256,191-203
2005,215,641.3256,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,203,1.0,641.3256,203-215
2005,227,641.3256,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,215,1.0,641.3256,215-227
2005,239,641.3256,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,227,1.0,641.3256,227-239
2006,11,479.0148,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,,,,
2006,23,497.4892,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,11,1.0386,479.0148,11-23
2006,35,497.4892,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,23,1.0,497.4892,23-35
2006,47,497.4892,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,35,1.0,497.4892,35-47
2006,59,497.4892,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,47,1.0,497.4892,47-59
2006,71,497.4892,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,59,1.0,497.4892,59-71
2006,83,497.4892,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,71,1.0,497.4892,71-83
2006,95,497.4892,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,83,1.0,497.4892,83-95
2006,107,497.4892,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,95,1.0,497.4892,95-107
2006,119,497.4892,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,107,1.0,497.4892,107-119
2006,131,497.4892,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,119,1.0,497.4892,119-131
2006,143,497.4892,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,131,1.0,497.4892,131-143
2006,155,497.4892,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,143,1.0,497.4892,143-155
2006,167,497.4892,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,155,1.0,497.4892,155-167
2006,179,497.4892,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,167,1.0,497.4892,167-179
2006,191,497.4892,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,179,1.0,497.4892,179-191
2006,203,497.4892,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,191,1.0,497.4892,191-203
2006,215,497.4892,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,203,1.0,497.4892,203-215
2006,227,497.4892,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,215,1.0,497.4892,215-227
2007,11,456.5816,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,,,,
2007,23,476.3756,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,11,1.0434,456.5816,11-23
2007,35,476.3756,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,23,1.0,476.3756,23-35
2007,47,476.3756,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,35,1.0,476.3756,35-47
2007,59,476.3756,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,47,1.0,476.3756,47-59
2007,71,476.3756,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,59,1.0,476.3756,59-71
2007,83,476.3756,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,71,1.0,476.3756,71-83
2007,95,476.3756,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,83,1.0,476.3756,83-95
2007,107,476.3756,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,95,1.0,476.3756,95-107
2007,119,476.3756,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,107,1.0,476.3756,107-119
2007,131,476.3756,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,119,1.0,476.3756,119-131
2007,143,476.3756,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,131,1.0,476.3756,131-143
2007,155,476.3756,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,143,1.0,476.3756,143-155
2007,167,476.3756,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,155,1.0,476.3756,155-167
2007,179,476.3756,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,167,1.0,476.3756,167-179
2007,191,476.3756,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,179,1.0,476.3756,179-191
2007,203,476.3756,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,191,1.0,476.3756,191-203
2007,215,476.3756,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,203,1.0,476.3756,203-215
2008,11,307.4668,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,,,,
2008,23,327.2608,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,11,1.0644,307.4668,11-23
2008,35,328.5804,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,23,1.004,327.2608,23-35
2008,47,328.5804,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,35,1.0,328.5804,35-47
2008,59,328.5804,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,47,1.0,328.5804,47-59
2008,71,328.5804,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,59,1.0,328.5804,59-71
2008,83,328.5804,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,71,1.0,328.5804,71-83
2008,95,328.5804,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,83,1.0,328.5804,83-95
2008,107,328.5804,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,95,1.0,328.5804,95-107
2008,119,328.5804,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,107,1.0,328.5804,107-119
2008,131,328.5804,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,119,1.0,328.5804,119-131
2008,143,328.5804,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,131,1.0,328.5804,131-143
2008,155,328.5804,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,143,1.0,328.5804,143-155
2008,167,328.5804,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,155,1.0,328.5804,155-167
2008,179,328.5804,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,167,1.0,328.5804,167-179
2008,191,328.5804,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,179,1.0,328.5804,179-191
2008,203,328.5804,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,191,1.0,328.5804,191-203
2009,11,306.1472,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,,,,
2009,23,320.6628,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,11,1.0474,306.1472,11-23
2009,35,321.9824,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,23,1.0041,320.6628,23-35
2009,47,321.9824,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,35,1.0,321.9824,35-47
2009,59,321.9824,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,47,1.0,321.9824,47-59
2009,71,321.9824,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,59,1.0,321.9824,59-71
2009,83,321.9824,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,71,1.0,321.9824,71-83
2009,95,321.9824,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,83,1.0,321.9824,83-95
2009,107,321.9824,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,95,1.0,321.9824,95-107
2009,119,321.9824,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,107,1.0,321.9824,107-119
2009,131,321.9824,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,119,1.0,321.9824,119-131
2009,143,321.9824,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,131,1.0,321.9824,131-143
2009,155,321.9824,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,143,1.0,321.9824,143-155
2009,167,321.9824,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,155,1.0,321.9824,155-167
2009,179,321.9824,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,167,1.0,321.9824,167-179
2009,191,321.9824,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,179,1.0,321.9824,179-191
2010,11,259.9612,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,,,,
2010,23,271.8376,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,11,1.0457,259.9612,11-23
2010,35,271.8376,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,23,1.0,271.8376,23-35
2010,47,271.8376,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,35,1.0,271.8376,35-47
2010,59,271.8376,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,47,1.0,271.8376,47-59
2010,71,271.8376,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,59,1.0,271.8376,59-71
